SNR,BER,FER,CFO,MOD,CODERATE,Classe
13,0,0,9.57871884329393,16,0.5,1
7,0.5,1,0,2,0.5,0
22,0.000163047022761364,0.222222222222222,9.2481010665805,16,0.75,2
1,0.0374620762432397,0.888888888888889,-4.54446140650565,2,0.75,0
23,0,0,0.534186830688894,4,0.5,2
24,0,0,6.85265181538635,16,0.5,2
4,0.5,1,0,2,0.666666666666667,0
7,0.5,1,0,16,0.75,0
10,0,0,0.213719218183391,4,0.5,1
24,0,0,6.91553504630439,2,0.75,2
23,0,0,-9.35853490222929,2,0.666666666666667,2
0,0.5,1,0,4,0.666666666666667,0
17,0.00115801053789589,0.666666666666667,10.6979337990872,64,0.75,1
25,0,0,10.222932961949,2,0.5,2
7,0.5,1,0,4,0.75,0
18,0.0219175389454027,1,4.58475079313812,4,0.666666666666667,1
1,0.5,1,0,16,0.5,0
10,0,0,15.4180702722509,4,0.5,1
10,0.273446774831816,1,8.07917321070735,2,0.75,0
22,0.00964475866282622,1,13.0629295034602,4,0.75,1
0,0.5,1,0,4,0.75,0
4,0.5,1,0,4,0.5,0
22,0,0,0.033473864495357,16,0.5,2
15,0.00163047022761364,0.777777777777778,-1.53307550544683,16,0.75,1
19,0,0,6.64047114060166,4,0.666666666666667,2
14,0,0,14.5745622709076,2,0.75,1
25,0,0,5.60703055000557,2,0.5,2
10,0.00490051945506224,1,3.03085256079463,16,0.5,1
1,0.5,1,0,64,0.75,0
20,0,0,3.05660274169973,16,0.75,2
14,0.43443685923316,1,13.5631951242511,16,0.666666666666667,0
9,0.435487727994087,1,5.98287372547598,16,0.75,0
9,0.319050414139438,1,1.14315898129931,64,0.5,0
0,0.5,1,0,16,0.5,0
18,0.112307283359915,0.666666666666667,7.61936059916965,2,0.5,0
5,0.29641948738016,1,10.1879386047705,16,0.75,0
25,0,0,-0.307134034109994,64,0.666666666666667,2
25,0,0,8.20928878212677,4,0.75,2
8,0,0,-1.7838150883078,2,0.666666666666667,1
6,0.0104332801701223,0.333333333333333,9.91388423966566,2,0.5,0
23,0,0,11.2487717029836,2,0.5,2
7,0.5,1,0,4,0.75,0
13,0.0697515163373117,1,11.2083069800132,64,0.5,0
15,0,0,8.60846236506117,16,0.5,2
3,0.5,1,0,16,0.75,0
6,0.219837302754092,1,-1.82722646244661,16,0.5,0
13,0.501295524289271,1,31.1639249021876,64,0.75,0
15,0.463508192924556,1,3.05770010455042,64,0.75,0
6,0.5,1,0,4,0.75,0
13,0,0,0.214972701510414,4,0.75,1
25,0,0,-0.100101995738156,2,0.75,2
21,0,0,1.48979430075259,16,0.666666666666667,2
12,0.00070351316888713,0.222222222222222,16.940695639917,2,0.75,1
3,0.5,1,0,4,0.666666666666667,0
6,0,0,8.51114486260259,2,0.5,0
3,0.5,1,0,64,0.5,0
8,0.494184625910179,1,-8.79690215673236,64,0.666666666666667,0
22,0.0173264636187743,1,10.6151400742485,64,0.5,1
23,0,0,-0.576652589925985,16,0.5,2
15,0.0236556303038297,0.777777777777778,17.0551346485019,2,0.75,1
1,0.5,1,0,64,0.5,0
4,0.497944531295235,1,8.99292964530435,64,0.75,0
11,0,0,17.1350403533325,4,0.5,1
10,0.271245027065806,1,9.50059804057963,16,0.75,0
1,0.5,1,0,4,0.5,0
14,0,0,-2.01227198759149,4,0.5,1
11,0.0211526337529077,1,-7.00772156264676,16,0.75,1
7,0.49928259309985,1,-3.22205231576579,16,0.75,0
21,0,0,5.59693085927419,4,0.75,2
4,0.5,1,0,2,0.75,0
12,0,0,8.12716154723933,4,0.666666666666667,1
3,0.5,1,0,4,0.5,0
5,0.5,1,0,16,0.666666666666667,0
6,0.5,1,-7.19948941934607,16,0.5,0
15,0.222615361934247,1,6.04508968242948,4,0.666666666666667,0
18,0.00473716880656016,1,3.8565815671062,16,0.5,1
17,0,0,8.26428534428667,4,0.666666666666667,2
10,0,0,1.09282803422003,4,0.5,1
20,0.252214695153726,1,-8.2016688544333,64,0.75,0
12,0,0,5.16174866030093,2,0.666666666666667,1
2,0.5,1,0,64,0.75,0
23,0,0,6.41943794180125,64,0.75,2
20,0,0,4.90512966399442,2,0.5,2
3,0.5,1,0,4,0.5,0
15,0.00177177764734016,0.444444444444444,2.49797819382716,64,0.5,1
22,0.00068479749559773,0.666666666666667,14.8229872445683,64,0.5,2
4,0.5,1,0,16,0.666666666666667,0
11,0,0,2.24251197856206,2,0.5,1
23,0,0,10.3781670562566,16,0.666666666666667,2
3,0.489325854909889,1,6.6325355926593,64,0.5,0
25,0,0,3.4914811786336,4,0.75,2
1,0.5,1,0,64,0.5,0
24,0.0152503315289463,1,9.04018555989862,64,0.5,1
5,0.0346630076121402,1,12.1451489303607,16,0.5,0
14,0.000130924325739722,0.111111111111111,3.83628896865877,4,0.75,1
14,0.000619578686493185,0.666666666666667,3.3152930441985,16,0.75,1
22,0,0,8.87005379296337,16,0.75,2
15,0.0108745646888757,0.888888888888889,5.74390964110946,4,0.5,1
23,0.181311018131102,1,6.51722567595386,16,0.666666666666667,0
0,0.5,1,0,4,0.5,0
17,0.29015401540154,1,-3.63525964607359,64,0.75,0
25,0,0,10.655525625324,2,0.75,2
23,0.000162895632768085,0.555555555555556,4.30501437402123,64,0.666666666666667,2
22,0,0,0.0879932703475839,64,0.75,2
8,0.5,1,0,4,0.5,0
9,0.46098228243877,1,6.23295006559098,64,0.75,0
17,0,0,8.90464084212952,16,0.666666666666667,2
18,0.00135342481616583,0.777777777777778,3.82741780279444,64,0.75,1
1,0.49882751433038,1,-2.06716980298453,64,0.75,0
22,0,0,1.82491867803009,2,0.5,2
19,0,0,1.89678223367861,2,0.666666666666667,2
20,0,0,8.85564533222003,2,0.666666666666667,2
23,0,0,5.09385787129274,2,0.666666666666667,2
1,0.5,1,0,2,0.75,0
20,0,0,6.81847009024492,16,0.5,2
15,0.0196136408436822,0.777777777777778,7.82189034033916,4,0.5,1
23,0,0,-0.208834280898955,2,0.5,2
22,0,0,7.10249126914287,4,0.75,2
10,0.499363820989014,1,5.70252531620136,16,0.666666666666667,0
21,0,0,12.1069938197755,16,0.666666666666667,2
22,0,0,8.85828913487724,2,0.75,2
20,0.218113437248636,1,3.48088250249569,64,0.5,0
22,0,0,8.94071827037166,16,0.5,2
13,0,0,2.42968820825173,4,0.75,1
8,0.184364419821484,0.888888888888889,3.55517408482006,2,0.75,0
15,0,0,7.18173020095479,4,0.75,2
19,0.0685399940529289,0.555555555555556,8.46045446387268,2,0.666666666666667,0
12,0.19306941455249,1,5.59903961186911,16,0.75,0
13,0.443964388583399,1,14.4459648173713,4,0.75,0
22,0,0,2.23581759573029,2,0.666666666666667,2
12,0,0,12.0401183528172,4,0.75,1
4,0.5,1,0,2,0.75,0
13,0.477721500403729,1,-2.46660159208214,16,0.666666666666667,0
0,0.5,1,0,16,0.666666666666667,0
8,0.499788235677401,1,-6.38672502614357,64,0.666666666666667,0
9,0.496994575575429,1,13.2018990769937,64,0.666666666666667,0
0,0.46666231874606,1,9.25862900240601,16,0.75,0
9,0.0251505957877149,0.777777777777778,-5.41323624717771,2,0.75,1
15,0.439883366726938,1,4.36529365447746,64,0.666666666666667,0
22,0.000849423372210788,0.444444444444444,-2.60102837985931,16,0.5,2
23,0,0,6.32576888871038,4,0.5,2
23,0,0,1.28000496422348,2,0.75,2
17,0,0,-0.147828683322217,4,0.666666666666667,2
17,0.490757628394418,1,-0.27268178273957,64,0.75,0
14,0.00707624078784321,1,3.88902846184699,64,0.5,1
3,0.5,1,0,4,0.5,0
10,0.199439118241701,1,14.9811055062429,16,0.75,0
1,0.5,1,0,64,0.666666666666667,0
8,0.501343888970337,1,8.78547926061018,64,0.666666666666667,0
22,0.00826554281420497,0.666666666666667,6.9903419493297,16,0.5,1
10,0.170598063786918,1,-1.8871143431699,4,0.666666666666667,0
0,0.5,1,0,2,0.5,0
21,0.154590317180808,1,8.09837955574605,16,0.75,0
0,0.5,1,0,4,0.666666666666667,0
2,0.5,1,0,16,0.666666666666667,0
24,0,0,8.87588340139796,64,0.75,2
0,0.496591408884328,1,12.1513093380285,64,0.666666666666667,0
11,0.5,1,0,4,0.5,0
14,0,0,11.9790579404859,2,0.75,1
17,0.211931131366592,1,1.65540953227365,16,0.5,0
16,0.491597643427031,1,-1.54221738586925,64,0.5,0
12,0.445731319943312,1,-1.0015659410543,64,0.666666666666667,0
1,0.479434335529033,1,15.085111913778,16,0.75,0
0,0.5,1,0,64,0.666666666666667,0
21,0,0,-3.19581146631894,4,0.666666666666667,2
25,0,0,1.47938647059617,2,0.75,2
3,0.5,1,0,16,0.5,0
6,0.481599745528396,1,-5.56569321204101,16,0.666666666666667,0
12,0.000465178096757044,0.333333333333333,0.163350940197827,2,0.5,1
0,0.49573903780517,1,13.6787251006397,64,0.5,0
24,0.00157255884810064,0.666666666666667,3.20468287068698,4,0.666666666666667,1
22,0,0,3.80770778410874,4,0.5,2
12,0.0681360263403607,0.888888888888889,-5.2760195976145,4,0.666666666666667,0
24,0,0,3.06677380295662,4,0.75,2
4,0.405130473241928,1,17.7086028252225,4,0.666666666666667,0
18,0.0580880373877511,1,2.2813048937937,16,0.666666666666667,0
13,0.5,1,-2.42124624202243,16,0.75,0
14,0.494876932349444,1,3.36341719340419,64,0.666666666666667,0
4,0.5,1,0,16,0.5,0
1,0.5,1,0,2,0.75,0
15,0.0569113659381228,0.555555555555556,2.2687929996821,16,0.5,0
2,0.00019712201852947,0.111111111111111,3.64502604619929,4,0.5,0
12,0.38264889411611,1,10.758658029484,16,0.5,0
24,0.0125890038904793,0.777777777777778,7.77295414001913,16,0.666666666666667,1
22,0,0,2.38957190057126,2,0.5,2
6,0.497076023391813,1,5.73079764611924,64,0.5,0
4,0.476216692358511,1,21.1818524265484,16,0.666666666666667,0
8,0.5,1,4.65298286510622,2,0.75,0
17,0,0,-2.59507142056469,2,0.5,2
5,0.5,1,0,16,0.75,0
12,0.0124146492861577,1,7.86706421439313,16,0.5,1
1,0.5,1,0,16,0.5,0
23,0.00196386488609584,0.444444444444444,-0.338573080957945,4,0.75,1
10,0.30753141103584,1,-4.08410827413057,64,0.75,0
19,0,0,0.952551309791877,16,0.5,2
10,0.464961217548753,1,11.6989047189788,16,0.666666666666667,0
19,0.000806333382202023,0.555555555555556,12.1544365106195,64,0.666666666666667,2
9,0.0793401413982718,1,9.57484422881082,4,0.75,0
14,0,0,8.2763221216003,2,0.666666666666667,1
9,0.5,1,-0.619032520746117,64,0.75,0
4,0.5,1,0,64,0.5,0
20,0.00388225465624846,0.777777777777778,6.33027843128697,4,0.666666666666667,1
3,0.5,1,0,16,0.666666666666667,0
17,0.0802067048810144,1,9.22402277169834,64,0.75,0
22,0,0,9.99348799389741,4,0.5,2
13,0.0113528700708942,0.888888888888889,11.9891128882923,16,0.5,1
15,0,0,-0.866581346719433,2,0.75,2
9,0.213095500256918,1,-1.42605527818356,16,0.666666666666667,0
0,0.5,1,0,2,0.75,0
25,0,0,7.3487005352971,2,0.75,2
10,0.5,1,0,64,0.75,0
8,0.0212049732173571,1,11.7690176027532,4,0.666666666666667,1
24,0,0,7.8723010772508,2,0.75,2
13,0.464260698170682,1,-2.15610205626307,64,0.666666666666667,0
18,0,0,-8.31618857409459,4,0.5,2
2,0.5,1,0,2,0.666666666666667,0
17,0,0,14.8545366418892,2,0.75,2
10,0.494304791830322,1,-17.4993409116047,4,0.75,0
15,0,0,5.05568468860418,4,0.75,2
0,0.5,1,0,4,0.5,0
3,0.5,1,0,16,0.666666666666667,0
12,0.151818517793865,1,9.77720790668231,16,0.75,0
13,0.00837320574162679,0.222222222222222,6.10006672062765,2,0.5,1
17,0,0,2.07409997797328,4,0.666666666666667,2
18,0.472880840715651,1,6.43563291021284,64,0.75,0
1,0.5,1,0,64,0.666666666666667,0
3,0.00897129186602871,1,21.6790267427694,2,0.5,0
5,0.424125284963822,1,18.4541868921897,2,0.666666666666667,0
9,0,0,1.44614469497141,4,0.5,1
9,0.33785120696478,1,-11.7069224881973,2,0.75,0
3,0.5,1,0,2,0.5,0
0,0.5,1,0,64,0.5,0
19,0.154596100278552,1,2.28306698296016,64,0.666666666666667,0
11,0,0,12.3722671760102,2,0.75,1
10,0,0,8.1934408521744,2,0.75,1
5,0.5,1,0,4,0.5,0
7,0.5,1,0,16,0.666666666666667,0
14,0.00282569168018084,0.777777777777778,6.98694777545572,4,0.666666666666667,1
7,0.478448907784782,1,-1.82720711812308,64,0.666666666666667,0
16,0.290689595275317,1,6.90773310835235,64,0.75,0
11,0.5,1,0,16,0.75,0
13,0.0040586540979314,0.444444444444444,4.85614223887266,4,0.75,1
22,0,0,8.11654720938327,2,0.75,2
7,0.5,1,0,2,0.666666666666667,0
5,0.0044950685170638,0.888888888888889,-0.871978791025191,4,0.75,0
3,0.5,1,0,2,0.666666666666667,0
14,0.327909302376139,1,3.04316606432834,64,0.5,0
24,0,0,6.44490574961309,4,0.666666666666667,2
15,0,0,0.882641824700488,2,0.5,2
17,0,0,9.2896731685137,2,0.75,2
8,0.426367964520968,1,-0.741290422241504,16,0.75,0
21,0.208734463829025,1,3.49283071986959,64,0.666666666666667,0
3,0.000545148181187432,0.444444444444444,-3.04690097452799,2,0.666666666666667,0
1,0.5,1,0,16,0.5,0
12,0.109976433621367,1,5.53040582946082,4,0.75,0
24,0,0,0.845419017114644,2,0.666666666666667,2
0,0.5,1,0,16,0.75,0
23,0,0,4.24588119657115,2,0.5,2
14,0.0186938755535981,1,7.56706672182584,16,0.666666666666667,1
24,0.000448729083434659,0.444444444444444,-0.154549649145116,64,0.75,2
21,0,0,-0.944973433603066,64,0.75,2
0,0.5,1,0,4,0.5,0
15,0.0903497902128307,1,8.50525720698116,16,0.75,0
0,0.5,1,0,4,0.75,0
11,0.497124892081643,1,0.104956006982506,64,0.666666666666667,0
11,0.5,1,0,16,0.75,0
23,0.000695667297115155,0.444444444444444,4.50608744319906,64,0.5,2
10,0.0823170068914542,1,3.50090763863876,64,0.5,0
17,0.0026581605528974,0.444444444444444,2.81770850589252,2,0.5,1
12,0.0679742427229122,1,15.4445506257329,4,0.5,0
8,0.441127694859038,1,-1.00870370308642,4,0.75,0
24,0,0,2.69105882772875,64,0.5,2
10,0.00148676776687481,0.444444444444444,-1.44268011586342,2,0.666666666666667,1
16,0.00026581605528974,0.111111111111111,0.907767183873705,2,0.5,2
16,0.155298071048267,1,2.33038632088246,4,0.75,0
15,0.0592229160471801,0.333333333333333,5.37911048102969,2,0.666666666666667,0
22,0.00296016443749638,1,2.77590101698364,64,0.75,1
21,0.000565229678906063,0.444444444444444,6.58319022206263,16,0.75,2
10,0.5,1,0,4,0.5,0
17,0,0,9.90131174323002,2,0.666666666666667,2
7,0.424532000392042,1,2.64295157867195,16,0.5,0
10,0,0,6.05916987091249,64,0.5,1
2,0.5,1,0,4,0.5,0
9,0.264859910971459,1,1.53704449428094,4,0.75,0
16,0,0,4.70507973977001,16,0.75,2
14,0.440860740523547,1,3.74476447680434,64,0.666666666666667,0
2,0.5,1,0,4,0.5,0
20,0.000737136960047177,0.444444444444444,-0.476422243576249,4,0.666666666666667,2
12,0.0363051370681971,1,4.13927383711737,64,0.5,1
5,0.192073320556293,1,-1.07082536426056,4,0.666666666666667,0
1,0.5,1,0,4,0.5,0
0,0.5,1,0,64,0.75,0
0,0.5,1,0,64,0.666666666666667,0
13,0.00811128239007561,1,2.68422286480091,16,0.666666666666667,1
6,0.501676806919806,1,18.1692141025244,64,0.666666666666667,0
8,0.5,1,0,2,0.75,0
22,7.608861062197e-05,0.222222222222222,3.09952957058353,64,0.5,2
19,0,0,-0.279197649279714,2,0.5,2
3,0.5,1,0,2,0.75,0
8,0,0,6.04252811566669,2,0.75,1
14,0,0,10.9908768088163,4,0.5,1
12,0.411558883261151,1,3.8498415339433,16,0.666666666666667,0
20,0.00410010127740207,0.777777777777778,6.8329837023228,16,0.5,1
23,0,0,2.26324811785577,4,0.75,2
17,0,0,6.3119306663604,4,0.666666666666667,2
23,0,0,2.67061677988521,2,0.5,2
3,0.500838912508756,1,38.2308340628021,64,0.666666666666667,0
25,0,0,9.34369103897703,16,0.666666666666667,2
2,0.5,1,0,64,0.666666666666667,0
18,0,0,10.8060581108465,4,0.666666666666667,2
8,0.492834809796769,1,-6.73870427464392,64,0.75,0
7,0.0949186692220748,0.888888888888889,2.96846704180211,4,0.666666666666667,0
22,0.00864100549882168,0.333333333333333,6.43327963090873,4,0.75,1
25,0,0,10.0720499508794,4,0.666666666666667,2
7,0.5,1,0,64,0.5,0
6,0.5,1,0,4,0.75,0
10,0,0,-4.98519810534543,2,0.666666666666667,1
13,0,0,-2.66328378653081,4,0.666666666666667,1
12,0.5,1,4.41710588388645,2,0.75,0
15,0.0228809321941781,1,7.34824747950606,64,0.5,1
18,0.109653195197837,1,5.2821727096042,64,0.666666666666667,0
10,0.000448883402536191,0.142857142857143,2.65520088202263,4,0.75,1
23,0,0,6.72986257070575,16,0.5,2
3,0.500039131285463,1,3.89015879103178,64,0.5,0
1,0.5,1,0,64,0.75,0
21,0.0200218059272475,0.333333333333333,1.38971256040205,2,0.666666666666667,1
10,0,0,2.12862283664793,4,0.75,1
5,0.5,1,0,64,0.75,0
13,0,0,1.92580201601123,2,0.75,1
13,0.0151255331310733,1,8.74044546383354,2,0.75,1
16,0.0359671107593545,1,5.06964307946366,2,0.75,1
10,0.493085080388995,1,16.0974254452543,64,0.666666666666667,0
10,0.407191269666495,1,11.1522304271422,16,0.666666666666667,0
10,0.0414516683866529,1,15.415046864543,4,0.666666666666667,1
14,0,0,-1.77026663339346,4,0.666666666666667,1
1,0.5,1,0,16,0.75,0
19,0,0,3.75205598106639,2,0.666666666666667,2
22,0,0,-0.183039189352391,2,0.666666666666667,2
6,0.50113629784031,1,2.26979439553206,64,0.75,0
0,0.5,1,0,16,0.5,0
3,0.5,1,0,64,0.75,0
5,0.5,1,0,64,0.666666666666667,0
23,9.40883562040415e-05,0.333333333333333,11.2994052158959,64,0.75,2
25,0,0,7.62397111697252,64,0.5,2
7,0.5,1,0,4,0.5,0
8,0.00246402523161837,0.888888888888889,4.74120553328257,4,0.5,1
16,0.141972578505086,0.888888888888889,2.98424282027092,4,0.666666666666667,0
3,0.5,1,0,4,0.75,0
15,0.0882084393138981,1,1.82980655794656,16,0.75,0
22,0,0,2.24914478182727,64,0.666666666666667,2
2,0.5,1,0,64,0.75,0
11,0.0366588112071223,1,4.69323615531672,4,0.75,1
3,0.5,1,0,4,0.5,0
11,0.492125528342308,1,5.51286347833909,64,0.75,0
7,0.5,1,6.04463376249239,4,0.5,0
21,0,0,4.4003817421224,16,0.666666666666667,2
23,0,0,2.64568822360563,16,0.666666666666667,2
0,0.5,1,0,16,0.666666666666667,0
20,0,0,-1.89318380896068,2,0.5,2
23,0.0133004284155142,1,8.09420847154711,64,0.666666666666667,1
16,0.00710108604845447,0.888888888888889,5.42470837044123,4,0.666666666666667,1
24,0,0,3.26251401275313,64,0.75,2
2,0.5,1,0,64,0.5,0
16,0.0071814822970956,1,8.28052608716311,16,0.666666666666667,1
25,0.000394244037058939,0.111111111111111,5.46000549533654,4,0.5,2
22,0.392232644317063,1,6.83973836655484,64,0.75,0
19,0,0,4.86279048988204,4,0.666666666666667,2
15,0,0,-1.0785030009892,4,0.75,2
6,0.5,1,0,4,0.75,0
20,0,0,-1.16779809738702,16,0.666666666666667,2
5,0.0385072851620577,1,2.58696195243643,2,0.666666666666667,0
5,0.00826627973442378,0.444444444444444,9.52540379850236,2,0.75,0
7,0.498085976314975,1,0.575703514275063,64,0.666666666666667,0
18,0,0,8.48322815863178,4,0.75,2
15,0,0,11.1463617014143,2,0.5,2
9,0.142769203711032,1,5.49868262598349,2,0.75,0
8,0.424135834636095,1,6.74701565739353,64,0.75,0
19,0.0406316947484222,1,11.1360904712464,64,0.75,1
1,0.5,1,0,4,0.75,0
23,0.000325791265536171,0.444444444444444,7.93990441998403,64,0.666666666666667,2
16,0.5,1,0,4,0.666666666666667,0
17,0.0139073173128901,0.555555555555556,-5.72888002215134,4,0.666666666666667,1
18,0,0,-1.03857085704415,2,0.5,2
9,0.000346912478937457,0.111111111111111,3.79189651768203,2,0.666666666666667,1
23,0,0,4.8411073019495,4,0.666666666666667,2
3,0.487064936194265,1,2.59036565537968,64,0.5,0
22,0,0,17.1549823119474,4,0.666666666666667,2
17,0.00015217722124394,0.111111111111111,-1.0315352477854,16,0.75,2
23,0.100920834424369,0.666666666666667,2.97524823975919,4,0.75,0
0,0.5,1,0,64,0.75,0
